simTime	delay_avg(ms)	delay_variance(ms)
200	11.269064162829626	0.06942356512692174
200.5	10.313669223865018	0.05068781776155183
201.0	11.077319449623872	0.0871343789919442
201.5	10.8757354690747	0.05904813980813095
202.0	8.727039801473332	0.04581290916302585
202.5	9.701553377332575	0.07045382893876577
203.0	10.343641898072276	0.05696629488542469
203.5	10.410697165382897	0.06270714428270838
204.0	11.756517188289738	0.05341743273556104
204.5	11.321114070901311	0.07052549037155224
205.0	11.52404462162852	0.049822468009928705
205.5	10.890319497136147	0.06611711275599051
206.0	10.543437819102783	0.05549425551413165
206.5	12.236486673230372	0.07418510466359741
207.0	9.438345126804451	0.047678929302282666
207.5	11.668690749423568	0.05171498260100007
208.0	10.703563592815406	0.06719661530127778
208.5	11.925934497228303	0.06266331008550044
209.0	11.552503159945367	0.0692707129591358
209.5	10.797455775730214	0.06610040250906346
