simTime	delay_avg(ms)	delay_variance(ms)
200	30.647963335431832	0.012227273068967162
200.5	28.406066939571215	0.013132592388751882
201.0	27.908501286799492	0.03497076028301005
201.5	28.183690720219882	0.0375392438952394
202.0	29.817528150005046	0.011384902493139695
202.5	29.54180207685551	0.006587724531201476
203.0	31.462034630692415	0.01894724718190212
203.5	25.460609945014312	nan
204.0	29.076894610338083	0.017374526354731287
204.5	30.258398933503017	0.019487044763933207
205.0	28.363449553419667	0.01114052856956162
205.5	30.72785603199672	0.020461654481007185
206.0	28.936640398670633	0.007083358750312234
206.5	29.388507853248313	0.005479713769194882
207.0	28.667405244779804	0.01505782317876033
207.5	27.404547197556266	0.005585128695987933
208.0	30.595559697855737	0.005875524218796841
208.5	27.095378225003028	0.039269298014050144
209.0	30.597635544080067	0.012001434929063543
209.5	26.102976228422392	0.023243525194949387
