simTime	delay_avg(ms)	delay_variance(ms)
200	1.4022672962005345	0.0007283545593368496
200.5	1.4142966144032698	0.0007676365872650554
201.0	1.3297802201998365	0.0006887863683764648
201.5	1.3592447468016644	0.0006266203544068988
202.0	1.3107824408012902	0.0006433203359387118
202.5	1.378219363002131	0.000685576353319487
203.0	1.3585681913997405	0.000728682956259976
203.5	1.5048913790036522	0.0007624283241224604
204.0	1.4123461325993958	0.0007683539746077564
204.5	1.397397501798423	0.0006740269373302462
205.0	1.3900174663996268	0.0007036995822299821
205.5	1.3575912050026773	0.0006882077874744053
206.0	1.3016804613994282	0.000625362308180072
206.5	1.4602067594006485	0.0007653378616077209
207.0	1.3541564574001086	0.0006963247454574372
207.5	1.4117963102012254	0.0007264274528475212
208.0	1.4456933816012452	0.0007714336174973189
208.5	1.4285496010012366	0.0007411562040402383
209.0	1.4131901986013418	0.0007505771263572982
209.5	1.2983194186000446	0.0006347607127978299
