simTime	delay_avg(ms)	delay_variance(ms)
200	1.3876024752022431	0.0007185487038311858
200.5	1.4444700412013844	0.0007521663196353292
201.0	1.3868278374008014	0.0007193731378301415
201.5	1.4438911283997413	0.0007439239574974911
202.0	1.2533314788026928	0.000627867037172856
202.5	1.3641720922009881	0.0006427029245362222
203.0	1.4043552086019417	0.000730031031769336
203.5	1.4345558274004588	0.0007383618840036388
204.0	1.3790437584020765	0.0007643632130234161
204.5	1.4116780960034703	0.0007317134008217876
205.0	1.3928634706019238	0.0006872960435841538
205.5	1.3056468138017863	0.0006441527895228586
206.0	1.4185377332029248	0.0007154899785053983
206.5	1.4568758374019808	0.0007574728476141367
207.0	1.3615696264002963	0.0007100870365910545
207.5	1.4060181422030382	0.0007255376131749065
208.0	1.4499309640024194	0.0008152082828784112
208.5	1.440152262000538	0.0007571291414106832
209.0	1.3641051430022344	0.0006806581226410987
209.5	1.382290895600704	0.0007505541242334853
