simTime	delay_avg(ms)	delay_variance(ms)
200	1.4983366369619944	0.000862865667817558
200.5	1.4335170756021398	0.0008283533168937791
201.0	1.5151111475723398	0.0008396571222099003
201.5	1.512967267734202	0.0008551244998499914
202.0	1.4611850384028457	0.0007932290464406284
202.5	1.3381412627300193	0.0007444845708729686
203.0	1.4595333125773198	0.0007729736866460538
203.5	1.35834810877631	0.0006763463343798255
204.0	1.3942311376110716	0.0007492065770215181
204.5	1.4226059183209463	0.0007595160163966062
205.0	1.3739605524093275	0.0006889149193642718
205.5	1.609933314262474	0.000947850762609201
206.0	1.5533240939784878	0.0008398355665836919
206.5	1.5739102663759514	0.0008840052122050463
207.0	1.5230048187968535	0.000768274317674049
207.5	1.507212084106276	0.0008612544019853548
208.0	1.5025200241680636	0.0007851155580694563
208.5	1.5269980689369123	0.0007632502150198364
209.0	1.5326018799601826	0.000821528596550812
209.5	1.5195937462182298	0.0008244866356140301
