simTime	delay_avg(ms)	delay_variance(ms)
200	18.860012290155563	0.023471997221890348
200.5	20.18068110626656	0.039373035328168424
201.0	18.799941777186174	0.019006811919792987
201.5	19.814780965625193	0.04572685063935244
202.0	21.175398446743195	0.03022252891175972
202.5	19.134017146102217	0.014212856218004805
203.0	19.354398657767113	0.021708634549462168
203.5	20.328382355901816	0.032912773832091256
204.0	19.485033077423754	0.03435293071891158
204.5	17.80919738477662	0.030078250588889934
205.0	19.933886127073624	0.04395923132848903
205.5	18.970459912987476	0.024599261344100978
206.0	19.38305167627542	0.033149631819654454
206.5	19.835758906601843	0.04119906934450965
207.0	20.533374942525104	0.032995058977818355
207.5	21.116199092192222	0.0625404268629495
208.0	20.237648303406303	0.024799370566436094
208.5	20.247171033631012	0.043658920004302194
209.0	19.71788835269537	0.018566869417365354
209.5	19.155931314455252	0.037123625880227586
